Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),Clearance_Height,Pitch,RowType(first interior last single),TransmissionFactor(open area fraction),sensorsy(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking,backtracking
35.05,-106.64,-7.0,35,180,0.75,2.85,single,0,6,glass,glass,,False,False
date,DNI,DHI,albedo,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,VWind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI
2019-01-01 08:00:00-07:00,264.832939082253,14.7429143738102,0.192,7.5,29.249013729339666,70.08833094587821,86.86007926774799,121.08549552604575,0.0,25.277178412497634,118.06625878018009,1.0,25.277178412497634,8.490310178802218,13.276739606551699,-4.73716215185217,1.99200000634064,102.87843321955421,102.87843321955421,102.87843321955421,102.87843321955421,102.87843321955421,102.87843321955421,7.012397041716742,7.017698466509033,7.035251763548412,7.060187522054211,7.090384184106546,7.121228499931878
2019-01-01 09:00:00-07:00,754.498236083984,31.54633547465,0.192,8.5,188.32046284461006,58.16701243988856,78.0073656868487,129.54768298257238,0.0,148.26063135737684,451.6928420057502,1.0,148.26063135737684,41.17522660995026,4.786476554578405,-3.65238333145777,1.8037000020345,431.8747040818565,431.8747040818565,431.8747040818565,431.8747040818565,431.8747040818565,431.8747040818565,36.86617030370103,36.50877963459884,36.31616437109724,36.05877606286342,35.97747707756875,35.58320335490137
2019-01-01 10:00:00-07:00,914.471581013997,40.1389263788859,0.192,9.5,362.84284149340095,45.198731075885625,69.33608259467752,140.74743655966,0.0,201.87227570566859,710.3241377495697,1.0,201.87227570566859,73.69431214541615,3.5367262137707964,-0.708700002978245,2.92356666525204,700.6385917507429,700.6385917507429,700.6385917507429,700.6385917507429,700.6385917507429,700.6385917507429,62.96909044282695,61.15802371821115,59.531484083258434,57.70146593913601,56.24440989385023,54.282346921829266
2019-01-01 11:00:00-07:00,978.551782226562,44.5869055430094,0.192,10.5,493.43419618630026,33.50389666596184,62.69769698527426,154.0047622554464,0.0,235.45208629076882,889.0116189936116,1.0,235.45208629076882,97.18444152966809,3.1238697732168714,0.819633334409445,2.96206666827201,884.1050326170633,884.1050326170633,884.1050326170633,884.1050326170633,884.1050326170633,884.1050326170633,80.36674836719523,77.07718492845909,74.0172461736948,70.74430041786214,68.14897744682968,65.09589234820241
2019-01-01 12:00:00-07:00,1006.70961405436,44.0244638442993,0.192,11.5,565.478115874059,25.00958416427535,58.803268181759016,169.19433426134083,0.0,252.044018080755,985.2710576956915,1.0,252.044018080755,109.4247242728995,2.9661614358288153,2.14070000648498,1.91981666882832,981.7456900894974,981.7456900894974,981.7456900894974,981.7456900894974,981.7456900894974,981.7456900894974,89.02178834573388,84.81674910491375,80.89442701957539,76.78963979369932,73.58537326848268,69.98952800319513
2019-01-01 13:00:00-07:00,865.31721420288,98.3400356928507,0.192,12.5,554.1245644391187,23.525519866776186,58.21553298457626,185.37788903016605,0.0,250.54346906976082,945.2631831734631,1.0,250.54346906976082,115.17511942033437,2.945752834909129,3.23666667540868,1.64185001055399,941.1236668968481,941.1236668968481,941.1236668968481,941.1236668968481,941.1236668968481,941.1236668968481,92.87969055281607,88.84371455799138,85.10822036039676,81.2507657018536,78.28930424265864,75.01044747239577
2019-01-01 14:00:00-07:00,731.14624633789,136.008642896016,0.192,13.5,490.12502597291865,30.110923175366125,61.03138603938167,201.05338586102815,0.0,240.504643606173,831.2089994846463,1.0,240.504643606173,106.42559705323845,3.050434210946951,4.60928336381912,1.97785000205039,825.6512893006568,825.6512893006568,825.6512893006568,825.6512893006568,825.6512893006568,825.6512893006568,86.21931372594278,83.11540144292348,80.29029780474532,77.34176446954915,75.07874679207717,72.4813770879326
2019-01-01 15:00:00-07:00,550.083182271321,128.251902770996,0.192,14.5,344.80910027617307,41.03712149628947,66.81627453518836,215.01989145857578,0.0,194.35214861245225,592.4773265217332,1.0,194.35214861245225,76.30581222654564,3.350174473957787,5.73988332748413,3.07461666663487,584.855899088098,584.855899088098,584.855899088098,584.855899088098,584.855899088098,584.855899088098,62.60443037084178,61.015219073993364,59.63162951810246,58.14462905959552,57.01323534877135,55.55339624374777
2019-01-01 16:00:00-07:00,96.7066166877746,135.569649251302,0.192,15.5,160.80533427113943,53.69308790204218,74.87350343805338,226.897027760549,0.0,118.3914668781874,215.5061718304656,1.0,118.3914668781874,35.55393242402815,4.164911159845606,5.88186666965484,3.14693333109219,207.69201412396296,207.69201412396296,207.69201412396296,207.69201412396296,207.69201412396296,207.69201412396296,27.691085858127014,27.570154895650404,27.606428322517033,27.68632887471159,27.866087976642834,27.95890233685047
2019-01-01 17:00:00-07:00,2.286679660712,33.495504348965,0.192,16.5,33.713154619732286,67.0717767409554,84.53821678586124,236.9239370786063,0.0,26.198844313522525,34.573954959575886,1.0,26.198844313522525,7.3569450347846645,8.373799417005186,5.48288136013483,4.17962712352558,32.62158102677573,32.62158102677573,32.62158102677573,32.62158102677573,32.62158102677573,32.62158102677573,5.389394890426929,5.405080438018025,5.4570161132146415,5.53079458637743,5.6201387152242255,5.711399084417091
